"x","y"
7.99152612686157,47.4325828552246
8.31356620788574,47.4617195129395
8.63596343994141,47.4899139404297
8.95871162414551,47.5171585083008
9.28179550170898,47.5434608459473
8.03516960144043,47.2145805358887
8.35584259033203,47.243595123291
8.67686748504639,47.2716598510742
8.99823665618896,47.2987861633301
9.3199405670166,47.3249778747559
8.07845592498779,46.9965629577637
8.39777088165283,47.025447845459
8.71743488311768,47.053394317627
9.03743934631348,47.0804100036621
9.35776805877686,47.1064796447754
7.62447595596313,47.6203575134277
7.94751930236816,47.6505699157715
8.27093601226807,47.6798362731934
8.59471797943115,47.7081451416016
8.91885471343994,47.7355117797852
9.24333381652832,47.7619285583496
9.56814098358154,47.7873840332031
7.66985654830933,47.4025001525879
9.60520553588867,47.5687980651855
7.71486330032349,47.1846313476562
9.6419620513916,47.3502082824707
7.7595009803772,46.966739654541
9.67841720581055,47.1316070556641
7.80377864837646,46.748836517334
8.12139225006104,46.7785301208496
8.43936061859131,46.8072929382324
8.75767230987549,46.8351211547852
9.07631969451904,46.8620147705078
9.39529132843018,46.8879776000977
9.71457195281982,46.9129943847656
