"x","y"
8.56212997436523,46.1527252197266
8.87645053863525,46.1802024841309
9.1910924911499,46.2067527770996
8.60240650177002,45.934513092041
8.9154167175293,45.9618721008301
9.22874164581299,45.9883079528809
8.52153396606445,46.3709297180176
8.83717441558838,46.3985176086426
9.1531400680542,46.4251823425293
8.24813938140869,46.1243324279785
9.50604248046875,46.2323799133301
7.97737121582031,45.8770370483398
8.28972148895264,45.9062347412109
9.54237270355225,46.0138244628906
9.85629940032959,46.0384216308594
10.1705112457275,46.0620956420898
7.70920515060425,45.6290740966797
8.01992034912109,45.6590538024902
8.33097743988037,45.6881256103516
8.64236640930176,45.7162818908691
8.95407485961914,45.7435188293457
9.26609516143799,45.7698516845703
9.57841873168945,45.7952613830566
9.89103031158447,45.819751739502
10.2039260864258,45.8433265686035
10.5170879364014,45.8659706115723
7.44360399246216,45.3804321289062
7.75269985198975,45.4111976623535
8.06213760375977,45.441047668457
10.2370758056641,45.6245422363281
10.5489301681519,45.6470985412598
