"x","y"
7.07538843154907,47.1219253540039
6.80490255355835,46.8716888427734
7.12271356582642,46.9043006896973
6.53708124160767,46.620792388916
6.85317230224609,46.6541938781738
7.16965770721436,46.6866683959961
6.27189540863037,46.3692398071289
6.58627462387085,46.4034118652344
6.9010534286499,46.4366683959961
7.21622371673584,46.4690017700195
6.97956323623657,47.5571022033691
7.30182123184204,47.5892028808594
6.70718193054199,47.3066329956055
7.02767372131348,47.3395233154297
7.34856939315796,47.3714866638184
6.43750333786011,47.055492401123
6.75624227523804,47.089168548584
7.39493274688721,47.1537437438965
6.17049598693848,46.8036842346191
6.48749303817749,46.8381462097168
7.44091701507568,46.9359855651855
5.90613555908203,46.5512428283691
6.22139978408813,46.5864753723145
7.48653364181519,46.7182197570801
5.9579291343689,46.3341522216797
7.53177738189697,46.5004234313965
6.00931358337402,46.1170425415039
6.32199048995972,46.151985168457
6.63507461547852,46.1860084533691
6.94855546951294,46.219123840332
6.06029415130615,45.8999099731445
6.37169313430786,45.9347038269043
6.68349123001099,45.9685859680176
