"x","y"
6.11087703704834,45.6827583312988
6.16107225418091,45.4655838012695
6.21087980270386,45.2483863830566
6.26030826568604,45.0311660766602
6.42100667953491,45.7174072265625
6.46993827819824,45.5000839233398
6.51849317550659,45.2827453613281
6.56667852401733,45.0653839111328
6.73153018951416,45.751148223877
6.7791953086853,45.5336837768555
6.826491355896,45.3162078857422
7.13486385345459,45.3487701416016
7.08882856369019,45.5663871765137
7.04243612289429,45.7839851379395
6.99567985534668,46.0015678405762
7.39883518218994,45.5981826782227
7.35372018814087,45.81591796875
7.30824995040894,46.0336380004883
7.26241874694824,46.2513313293457
7.66536951065063,45.8469390869141
7.62119054794312,46.0647811889648
7.57666206359863,46.2826194763184
7.93448781967163,46.0950164794922
7.89126634597778,46.3129806518555
7.84769630432129,46.5309143066406
8.16397762298584,46.560474395752
8.20622634887695,46.342414855957
8.48061275482178,46.5891227722168
