"x","y"
8.79758358001709,46.6168251037598
9.11488342285156,46.6436080932617
9.46942234039307,46.450927734375
9.43250370025635,46.6694564819336
9.82129287719727,46.2570838928223
9.78600311279297,46.4757270812988
9.75043106079102,46.6943626403809
10.1368312835693,46.2808609008789
10.1028814315796,46.4996109008789
10.0686550140381,46.7183418273926
10.0341548919678,46.9370765686035
10.4849948883057,46.0848388671875
10.4526453018188,46.3036918640137
10.4200391769409,46.5225524902344
10.3871660232544,46.7413787841797
10.3540277481079,46.9602127075195
10.7997426986694,46.1066551208496
10.7687311172485,46.3256072998047
10.7374687194824,46.5445518493652
10.7059526443481,46.763484954834
10.6741800308228,46.9824142456055
11.1147441864014,46.1275444030762
11.0850696563721,46.3465919494629
11.055157661438,46.5656242370605
11.0249996185303,46.7846412658691
10.9945983886719,47.0036582946777
11.4299879074097,46.1474990844727
11.4016571044922,46.3666305541992
11.3730974197388,46.5857543945312
11.3443031311035,46.8048667907715
11.3152751922607,47.0239639282227
